000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "F:\Code\20250418(network lab1)\upload\SR-MAX-A.log", TCP port 59144, debug mask 0x00
000.000 Station A is waiting for station B on TCP port 59144 ... Done.
000.236 New epoch: Tue May  6 17:10:23 2025
000.236 =================================================================
000.236 
000.237 SR-3, 构建时间: May  6 2025  16:05:11
002.882 .... 4 packets received, 3459 bps, 43.24%, Err 1 (4.8e-05)
734.819 .... 2700 packets received, 7530 bps, 94.13%, Err 59 (1.0e-05)
736.906 .... 2708 packets received, 7531 bps, 94.14%, Err 59 (1.0e-05)
739.041 .... 2716 packets received, 7532 bps, 94.15%, Err 59 (1.0e-05)
741.135 .... 2724 packets received, 7533 bps, 94.16%, Err 59 (1.0e-05)
743.254 .... 2732 packets received, 7533 bps, 94.16%, Err 59 (1.0e-05)
745.340 .... 2740 packets received, 7534 bps, 94.18%, Err 59 (9.9e-06)
747.457 .... 2748 packets received, 7535 bps, 94.18%, Err 59 (9.9e-06)
750.394 .... 2755 packets received, 7524 bps, 94.05%, Err 60 (1.0e-05)
752.494 .... 2766 packets received, 7533 bps, 94.16%, Err 60 (1.0e-05)
755.142 .... 2772 packets received, 7523 bps, 94.04%, Err 61 (1.0e-05)
757.258 .... 2783 packets received, 7532 bps, 94.15%, Err 61 (1.0e-05)
759.363 .... 2791 packets received, 7532 bps, 94.16%, Err 61 (1.0e-05)
761.481 .... 2799 packets received, 7533 bps, 94.16%, Err 61 (1.0e-05)
763.606 .... 2807 packets received, 7533 bps, 94.17%, Err 61 (1.0e-05)
765.712 .... 2815 packets received, 7534 bps, 94.18%, Err 61 (1.0e-05)
767.819 .... 2823 packets received, 7535 bps, 94.19%, Err 61 (1.0e-05)
769.928 .... 2831 packets received, 7535 bps, 94.19%, Err 61 (9.9e-06)
772.033 .... 2839 packets received, 7536 bps, 94.20%, Err 61 (9.9e-06)
774.139 .... 2846 packets received, 7534 bps, 94.18%, Err 62 (1.0e-05)
776.270 .... 2854 packets received, 7535 bps, 94.18%, Err 62 (1.0e-05)
778.369 .... 2862 packets received, 7535 bps, 94.19%, Err 62 (1.0e-05)
781.000 .... 2868 packets received, 7526 bps, 94.07%, Err 63 (1.0e-05)
783.128 .... 2879 packets received, 7534 bps, 94.17%, Err 63 (1.0e-05)
785.251 .... 2887 packets received, 7534 bps, 94.18%, Err 63 (1.0e-05)
787.367 .... 2895 packets received, 7535 bps, 94.19%, Err 63 (1.0e-05)
789.454 .... 2903 packets received, 7536 bps, 94.20%, Err 63 (1.0e-05)
791.603 .... 2911 packets received, 7536 bps, 94.20%, Err 63 (1.0e-05)
794.776 .... 2919 packets received, 7527 bps, 94.08%, Err 64 (1.0e-05)
796.860 .... 2930 packets received, 7535 bps, 94.19%, Err 64 (1.0e-05)
799.005 .... 2938 packets received, 7535 bps, 94.19%, Err 64 (1.0e-05)
801.109 .... 2946 packets received, 7536 bps, 94.20%, Err 64 (1.0e-05)
803.239 .... 2954 packets received, 7537 bps, 94.21%, Err 64 (1.0e-05)
805.346 .... 2962 packets received, 7537 bps, 94.21%, Err 64 (1.0e-05)
807.455 .... 2970 packets received, 7538 bps, 94.22%, Err 64 (9.9e-06)
809.575 .... 2978 packets received, 7538 bps, 94.23%, Err 64 (9.9e-06)
811.925 .... 2983 packets received, 7529 bps, 94.11%, Err 65 (1.0e-05)
814.043 .... 2994 packets received, 7537 bps, 94.21%, Err 65 (1.0e-05)
816.166 .... 3002 packets received, 7538 bps, 94.22%, Err 65 (1.0e-05)
818.270 .... 3010 packets received, 7538 bps, 94.23%, Err 65 (1.0e-05)
821.207 .... 3017 packets received, 7529 bps, 94.11%, Err 66 (1.0e-05)
823.297 .... 3028 packets received, 7537 bps, 94.21%, Err 66 (1.0e-05)
825.402 .... 3036 packets received, 7538 bps, 94.22%, Err 66 (1.0e-05)
827.537 .... 3044 packets received, 7538 bps, 94.23%, Err 66 (1.0e-05)
830.443 .... 3051 packets received, 7529 bps, 94.11%, Err 67 (1.0e-05)
832.544 .... 3062 packets received, 7537 bps, 94.21%, Err 67 (1.0e-05)
834.669 .... 3070 packets received, 7537 bps, 94.22%, Err 67 (1.0e-05)
836.782 .... 3078 packets received, 7538 bps, 94.22%, Err 67 (1.0e-05)
838.887 .... 3086 packets received, 7539 bps, 94.23%, Err 67 (1.0e-05)
840.988 .... 3094 packets received, 7539 bps, 94.24%, Err 67 (1.0e-05)
843.108 .... 3102 packets received, 7540 bps, 94.25%, Err 67 (1.0e-05)
845.190 .... 3110 packets received, 7541 bps, 94.26%, Err 67 (9.9e-06)
847.338 .... 3118 packets received, 7541 bps, 94.26%, Err 67 (9.9e-06)
850.231 .... 3125 packets received, 7532 bps, 94.15%, Err 68 (1.0e-05)
852.336 .... 3136 packets received, 7540 bps, 94.25%, Err 68 (1.0e-05)
854.453 .... 3144 packets received, 7540 bps, 94.25%, Err 68 (1.0e-05)
856.551 .... 3148 packets received, 7531 bps, 94.14%, Err 70 (1.0e-05)
858.676 .... 3159 packets received, 7539 bps, 94.24%, Err 70 (1.0e-05)
861.321 .... 3164 packets received, 7528 bps, 94.10%, Err 71 (1.0e-05)
863.425 .... 3176 packets received, 7538 bps, 94.22%, Err 71 (1.0e-05)
865.547 .... 3184 packets received, 7538 bps, 94.23%, Err 71 (1.0e-05)
867.678 .... 3192 packets received, 7539 bps, 94.23%, Err 71 (1.0e-05)
869.798 .... 3200 packets received, 7539 bps, 94.24%, Err 71 (1.0e-05)
871.897 .... 3208 packets received, 7540 bps, 94.25%, Err 71 (1.0e-05)
874.253 .... 3213 packets received, 7531 bps, 94.14%, Err 72 (1.0e-05)
876.383 .... 3224 packets received, 7539 bps, 94.23%, Err 72 (1.0e-05)
878.503 .... 3232 packets received, 7539 bps, 94.24%, Err 72 (1.0e-05)
880.615 .... 3240 packets received, 7539 bps, 94.24%, Err 72 (1.0e-05)
882.746 .... 3248 packets received, 7540 bps, 94.25%, Err 72 (1.0e-05)
884.813 .... 3256 packets received, 7541 bps, 94.26%, Err 72 (1.0e-05)
886.985 .... 3264 packets received, 7541 bps, 94.26%, Err 72 (1.0e-05)
889.090 .... 3272 packets received, 7541 bps, 94.27%, Err 72 (1.0e-05)
891.193 .... 3280 packets received, 7542 bps, 94.27%, Err 72 (1.0e-05)
893.294 .... 3288 packets received, 7543 bps, 94.28%, Err 73 (1.0e-05)
895.390 .... 3296 packets received, 7543 bps, 94.29%, Err 73 (1.0e-05)
898.314 .... 3303 packets received, 7535 bps, 94.18%, Err 75 (1.0e-05)
900.430 .... 3313 packets received, 7540 bps, 94.25%, Err 75 (1.0e-05)
902.541 .... 3321 packets received, 7540 bps, 94.25%, Err 75 (1.0e-05)
904.650 .... 3329 packets received, 7541 bps, 94.26%, Err 75 (1.0e-05)
907.013 .... 3334 packets received, 7532 bps, 94.15%, Err 76 (1.1e-05)
909.173 .... 3345 packets received, 7539 bps, 94.24%, Err 76 (1.0e-05)
911.244 .... 3353 packets received, 7540 bps, 94.25%, Err 76 (1.0e-05)
913.364 .... 3361 packets received, 7540 bps, 94.26%, Err 76 (1.0e-05)
916.280 .... 3368 packets received, 7532 bps, 94.15%, Err 77 (1.1e-05)
918.432 .... 3379 packets received, 7539 bps, 94.24%, Err 77 (1.1e-05)
920.522 .... 3387 packets received, 7540 bps, 94.25%, Err 78 (1.1e-05)
922.628 .... 3394 packets received, 7538 bps, 94.23%, Err 78 (1.1e-05)
924.731 .... 3402 packets received, 7539 bps, 94.23%, Err 78 (1.1e-05)
926.867 .... 3410 packets received, 7539 bps, 94.24%, Err 78 (1.1e-05)
928.961 .... 3418 packets received, 7540 bps, 94.24%, Err 78 (1.1e-05)
931.327 .... 3423 packets received, 7531 bps, 94.14%, Err 79 (1.1e-05)
933.446 .... 3434 packets received, 7538 bps, 94.23%, Err 79 (1.1e-05)
935.547 .... 3442 packets received, 7539 bps, 94.24%, Err 79 (1.1e-05)
937.691 .... 3450 packets received, 7539 bps, 94.24%, Err 79 (1.1e-05)
940.589 .... 3457 packets received, 7531 bps, 94.14%, Err 80 (1.1e-05)
942.712 .... 3468 packets received, 7538 bps, 94.23%, Err 80 (1.1e-05)
944.833 .... 3476 packets received, 7539 bps, 94.23%, Err 80 (1.1e-05)
946.931 .... 3484 packets received, 7539 bps, 94.24%, Err 80 (1.1e-05)
949.042 .... 3492 packets received, 7540 bps, 94.25%, Err 80 (1.1e-05)
951.143 .... 3500 packets received, 7540 bps, 94.25%, Err 80 (1.1e-05)
953.239 .... 3508 packets received, 7541 bps, 94.26%, Err 80 (1.1e-05)
955.366 .... 3516 packets received, 7541 bps, 94.27%, Err 80 (1.1e-05)
957.475 .... 3524 packets received, 7542 bps, 94.27%, Err 80 (1.0e-05)
959.590 .... 3532 packets received, 7542 bps, 94.28%, Err 80 (1.0e-05)
961.696 .... 3540 packets received, 7543 bps, 94.28%, Err 80 (1.0e-05)
963.840 .... 3548 packets received, 7543 bps, 94.29%, Err 80 (1.0e-05)
965.916 .... 3556 packets received, 7544 bps, 94.30%, Err 80 (1.0e-05)
968.037 .... 3564 packets received, 7544 bps, 94.30%, Err 80 (1.0e-05)
970.160 .... 3572 packets received, 7544 bps, 94.31%, Err 80 (1.0e-05)
972.268 .... 3580 packets received, 7545 bps, 94.31%, Err 80 (1.0e-05)
974.405 .... 3588 packets received, 7545 bps, 94.32%, Err 80 (1.0e-05)
976.526 .... 3596 packets received, 7546 bps, 94.32%, Err 80 (1.0e-05)
978.612 .... 3604 packets received, 7546 bps, 94.33%, Err 80 (1.0e-05)
980.738 .... 3612 packets received, 7547 bps, 94.33%, Err 80 (1.0e-05)
982.866 .... 3620 packets received, 7547 bps, 94.34%, Err 80 (1.0e-05)
984.983 .... 3628 packets received, 7547 bps, 94.34%, Err 80 (1.0e-05)
987.084 .... 3636 packets received, 7548 bps, 94.35%, Err 80 (1.0e-05)
989.209 .... 3644 packets received, 7548 bps, 94.35%, Err 80 (1.0e-05)
991.313 .... 3652 packets received, 7549 bps, 94.36%, Err 80 (1.0e-05)
993.445 .... 3660 packets received, 7549 bps, 94.36%, Err 80 (1.0e-05)
995.530 .... 3668 packets received, 7550 bps, 94.37%, Err 80 (1.0e-05)
997.644 .... 3676 packets received, 7550 bps, 94.38%, Err 80 (1.0e-05)
999.762 .... 3684 packets received, 7551 bps, 94.38%, Err 80 (1.0e-05)
1001.869 .... 3692 packets received, 7551 bps, 94.39%, Err 80 (1.0e-05)
1003.981 .... 3700 packets received, 7551 bps, 94.39%, Err 80 (1.0e-05)
1007.141 .... 3708 packets received, 7544 bps, 94.30%, Err 81 (1.0e-05)
1009.275 .... 3719 packets received, 7550 bps, 94.38%, Err 81 (1.0e-05)
1011.366 .... 3727 packets received, 7551 bps, 94.39%, Err 81 (1.0e-05)
1013.477 .... 3735 packets received, 7551 bps, 94.39%, Err 81 (1.0e-05)
1015.580 .... 3743 packets received, 7552 bps, 94.40%, Err 81 (1.0e-05)
1017.716 .... 3751 packets received, 7552 bps, 94.40%, Err 81 (1.0e-05)
1019.821 .... 3759 packets received, 7553 bps, 94.41%, Err 81 (1.0e-05)
1021.939 .... 3767 packets received, 7553 bps, 94.41%, Err 81 (9.9e-06)
1024.053 .... 3775 packets received, 7553 bps, 94.42%, Err 81 (9.9e-06)
1026.172 .... 3783 packets received, 7554 bps, 94.42%, Err 81 (9.9e-06)
1028.333 .... 3791 packets received, 7554 bps, 94.42%, Err 81 (9.9e-06)
1030.413 .... 3799 packets received, 7554 bps, 94.43%, Err 81 (9.9e-06)
1032.486 .... 3807 packets received, 7555 bps, 94.44%, Err 81 (9.8e-06)
1034.601 .... 3815 packets received, 7556 bps, 94.44%, Err 81 (9.8e-06)
1036.740 .... 3823 packets received, 7556 bps, 94.45%, Err 81 (9.8e-06)
1038.838 .... 3831 packets received, 7556 bps, 94.45%, Err 81 (9.8e-06)
1040.961 .... 3839 packets received, 7557 bps, 94.46%, Err 81 (9.8e-06)
1043.080 .... 3847 packets received, 7557 bps, 94.46%, Err 81 (9.7e-06)
1045.195 .... 3855 packets received, 7557 bps, 94.47%, Err 81 (9.7e-06)
1047.325 .... 3863 packets received, 7558 bps, 94.47%, Err 81 (9.7e-06)
1049.417 .... 3871 packets received, 7558 bps, 94.48%, Err 81 (9.7e-06)
1051.548 .... 3879 packets received, 7558 bps, 94.48%, Err 81 (9.7e-06)
1053.670 .... 3887 packets received, 7559 bps, 94.48%, Err 81 (9.6e-06)
1055.763 .... 3895 packets received, 7559 bps, 94.49%, Err 81 (9.6e-06)
1057.853 .... 3903 packets received, 7560 bps, 94.50%, Err 81 (9.6e-06)
1061.079 .... 3911 packets received, 7552 bps, 94.40%, Err 82 (9.7e-06)
1063.149 .... 3922 packets received, 7559 bps, 94.49%, Err 82 (9.7e-06)
1065.267 .... 3929 packets received, 7557 bps, 94.47%, Err 83 (9.8e-06)
1067.369 .... 3937 packets received, 7558 bps, 94.47%, Err 83 (9.7e-06)
1069.488 .... 3944 packets received, 7556 bps, 94.45%, Err 84 (9.8e-06)
1071.626 .... 3952 packets received, 7556 bps, 94.45%, Err 84 (9.8e-06)
1073.728 .... 3960 packets received, 7557 bps, 94.46%, Err 84 (9.8e-06)
1076.147 .... 3965 packets received, 7549 bps, 94.37%, Err 85 (9.9e-06)
1078.206 .... 3972 packets received, 7548 bps, 94.35%, Err 86 (1.0e-05)
1081.428 .... 3983 packets received, 7547 bps, 94.33%, Err 87 (1.0e-05)
1083.529 .... 3994 packets received, 7553 bps, 94.41%, Err 87 (1.0e-05)
1085.630 .... 4002 packets received, 7553 bps, 94.41%, Err 87 (1.0e-05)
1087.752 .... 4010 packets received, 7554 bps, 94.42%, Err 87 (1.0e-05)
1089.844 .... 4018 packets received, 7554 bps, 94.43%, Err 87 (1.0e-05)
1092.250 .... 4023 packets received, 7547 bps, 94.33%, Err 88 (1.0e-05)
1094.349 .... 4034 packets received, 7553 bps, 94.41%, Err 88 (1.0e-05)
1096.494 .... 4041 packets received, 7551 bps, 94.39%, Err 89 (1.0e-05)
1098.566 .... 4048 packets received, 7550 bps, 94.38%, Err 90 (1.0e-05)
1100.670 .... 4056 packets received, 7550 bps, 94.38%, Err 90 (1.0e-05)
1102.781 .... 4064 packets received, 7551 bps, 94.39%, Err 90 (1.0e-05)
1104.919 .... 4072 packets received, 7551 bps, 94.39%, Err 90 (1.0e-05)
1107.009 .... 4080 packets received, 7552 bps, 94.40%, Err 90 (1.0e-05)
1109.135 .... 4088 packets received, 7552 bps, 94.40%, Err 90 (1.0e-05)
1111.254 .... 4096 packets received, 7552 bps, 94.40%, Err 90 (1.0e-05)
1113.359 .... 4104 packets received, 7553 bps, 94.41%, Err 90 (1.0e-05)
1115.472 .... 4112 packets received, 7553 bps, 94.41%, Err 90 (1.0e-05)
1117.603 .... 4120 packets received, 7553 bps, 94.42%, Err 90 (1.0e-05)
1119.718 .... 4127 packets received, 7552 bps, 94.40%, Err 91 (1.0e-05)
1121.806 .... 4135 packets received, 7552 bps, 94.41%, Err 91 (1.0e-05)
1123.940 .... 4143 packets received, 7553 bps, 94.41%, Err 91 (1.0e-05)
1126.024 .... 4151 packets received, 7553 bps, 94.42%, Err 91 (1.0e-05)
1128.149 .... 4159 packets received, 7554 bps, 94.42%, Err 91 (1.0e-05)
1130.281 .... 4167 packets received, 7554 bps, 94.42%, Err 91 (1.0e-05)
1132.410 .... 4175 packets received, 7554 bps, 94.43%, Err 91 (1.0e-05)
1134.509 .... 4183 packets received, 7555 bps, 94.43%, Err 91 (1.0e-05)
1136.625 .... 4191 packets received, 7555 bps, 94.44%, Err 91 (1.0e-05)
1138.763 .... 4198 packets received, 7553 bps, 94.42%, Err 92 (1.0e-05)
1140.820 .... 4206 packets received, 7554 bps, 94.43%, Err 92 (1.0e-05)
1142.953 .... 4214 packets received, 7554 bps, 94.43%, Err 92 (1.0e-05)
1145.088 .... 4222 packets received, 7554 bps, 94.43%, Err 92 (1.0e-05)
1147.142 .... 4230 packets received, 7555 bps, 94.44%, Err 92 (1.0e-05)
1149.278 .... 4238 packets received, 7555 bps, 94.44%, Err 92 (1.0e-05)
1151.397 .... 4246 packets received, 7556 bps, 94.45%, Err 92 (1.0e-05)
1153.483 .... 4254 packets received, 7556 bps, 94.45%, Err 92 (1.0e-05)
1155.610 .... 4262 packets received, 7557 bps, 94.46%, Err 92 (1.0e-05)
1157.751 .... 4270 packets received, 7557 bps, 94.46%, Err 92 (1.0e-05)
1160.626 .... 4277 packets received, 7550 bps, 94.38%, Err 93 (1.0e-05)
1168.220 .... 4283 packets received, 7512 bps, 93.90%, Err 96 (1.0e-05)
1170.341 .... 4300 packets received, 7528 bps, 94.10%, Err 96 (1.0e-05)
1172.462 .... 4306 packets received, 7525 bps, 94.06%, Err 96 (1.0e-05)
1174.547 .... 4312 packets received, 7522 bps, 94.02%, Err 96 (1.0e-05)
1176.914 .... 4319 packets received, 7519 bps, 93.99%, Err 96 (1.0e-05)
1179.065 .... 4325 packets received, 7516 bps, 93.95%, Err 96 (1.0e-05)
1181.152 .... 4331 packets received, 7513 bps, 93.91%, Err 96 (1.0e-05)
1183.261 .... 4338 packets received, 7512 bps, 93.89%, Err 96 (1.0e-05)
1185.384 .... 4344 packets received, 7508 bps, 93.86%, Err 96 (1.0e-05)
1187.767 .... 4351 packets received, 7505 bps, 93.82%, Err 96 (1.0e-05)
1189.851 .... 4358 packets received, 7504 bps, 93.80%, Err 96 (1.0e-05)
1191.976 .... 4364 packets received, 7501 bps, 93.77%, Err 96 (1.0e-05)
1194.101 .... 4370 packets received, 7498 bps, 93.73%, Err 96 (1.0e-05)
1196.199 .... 4376 packets received, 7495 bps, 93.69%, Err 96 (1.0e-05)
1198.315 .... 4382 packets received, 7492 bps, 93.65%, Err 96 (1.0e-05)
1200.440 .... 4388 packets received, 7489 bps, 93.62%, Err 96 (1.0e-05)
1202.531 .... 4394 packets received, 7487 bps, 93.58%, Err 96 (1.0e-05)
1204.677 .... 4400 packets received, 7483 bps, 93.54%, Err 96 (1.0e-05)
1206.764 .... 4406 packets received, 7481 bps, 93.51%, Err 96 (1.0e-05)
1208.897 .... 4412 packets received, 7478 bps, 93.47%, Err 96 (1.0e-05)
1211.001 .... 4418 packets received, 7475 bps, 93.43%, Err 96 (9.9e-06)
1213.152 .... 4424 packets received, 7472 bps, 93.40%, Err 97 (1.0e-05)
1215.265 .... 4430 packets received, 7469 bps, 93.36%, Err 97 (1.0e-05)
1217.349 .... 4436 packets received, 7466 bps, 93.33%, Err 97 (1.0e-05)
1219.456 .... 4442 packets received, 7463 bps, 93.29%, Err 97 (1.0e-05)
1221.561 .... 4448 packets received, 7460 bps, 93.26%, Err 97 (1.0e-05)
1224.456 .... 4453 packets received, 7451 bps, 93.14%, Err 98 (1.0e-05)
1226.598 .... 4464 packets received, 7456 bps, 93.21%, Err 98 (1.0e-05)
1228.703 .... 4472 packets received, 7457 bps, 93.21%, Err 99 (1.0e-05)
1230.841 .... 4480 packets received, 7457 bps, 93.22%, Err 99 (1.0e-05)
1232.906 .... 4488 packets received, 7458 bps, 93.23%, Err 99 (1.0e-05)
1235.018 .... 4496 packets received, 7459 bps, 93.23%, Err 99 (1.0e-05)
1237.161 .... 4504 packets received, 7459 bps, 93.24%, Err 99 (1.0e-05)
1239.265 .... 4512 packets received, 7460 bps, 93.24%, Err 99 (1.0e-05)
1241.386 .... 4520 packets received, 7460 bps, 93.25%, Err 99 (1.0e-05)
1243.522 .... 4528 packets received, 7460 bps, 93.26%, Err 99 (1.0e-05)
1245.588 .... 4536 packets received, 7461 bps, 93.26%, Err 99 (1.0e-05)
1247.710 .... 4544 packets received, 7462 bps, 93.27%, Err 99 (1.0e-05)
1249.816 .... 4552 packets received, 7462 bps, 93.28%, Err 99 (9.9e-06)
1251.972 .... 4560 packets received, 7462 bps, 93.28%, Err 99 (9.9e-06)
1254.046 .... 4568 packets received, 7463 bps, 93.29%, Err 99 (9.9e-06)
1256.185 .... 4576 packets received, 7463 bps, 93.29%, Err 99 (9.9e-06)
1258.290 .... 4584 packets received, 7464 bps, 93.30%, Err 100 (1.0e-05)
1261.218 .... 4590 packets received, 7456 bps, 93.21%, Err 101 (1.0e-05)
1263.307 .... 4601 packets received, 7462 bps, 93.27%, Err 101 (1.0e-05)
1265.401 .... 4609 packets received, 7463 bps, 93.28%, Err 101 (1.0e-05)
1267.507 .... 4617 packets received, 7463 bps, 93.29%, Err 101 (1.0e-05)
1269.638 .... 4625 packets received, 7463 bps, 93.29%, Err 101 (1.0e-05)
1271.760 .... 4633 packets received, 7464 bps, 93.30%, Err 101 (1.0e-05)
1273.861 .... 4641 packets received, 7464 bps, 93.30%, Err 101 (9.9e-06)
1275.970 .... 4649 packets received, 7465 bps, 93.31%, Err 101 (9.9e-06)
1278.074 .... 4657 packets received, 7465 bps, 93.32%, Err 101 (9.9e-06)
1280.208 .... 4665 packets received, 7466 bps, 93.32%, Err 101 (9.9e-06)
1282.298 .... 4673 packets received, 7466 bps, 93.33%, Err 101 (9.9e-06)
1284.426 .... 4681 packets received, 7467 bps, 93.33%, Err 101 (9.9e-06)
1286.537 .... 4689 packets received, 7467 bps, 93.34%, Err 101 (9.8e-06)
1288.634 .... 4697 packets received, 7468 bps, 93.35%, Err 101 (9.8e-06)
1290.740 .... 4704 packets received, 7467 bps, 93.33%, Err 102 (9.9e-06)
1292.862 .... 4712 packets received, 7467 bps, 93.34%, Err 102 (9.9e-06)
1294.972 .... 4720 packets received, 7468 bps, 93.35%, Err 102 (9.9e-06)
1297.111 .... 4728 packets received, 7468 bps, 93.35%, Err 102 (9.9e-06)
1299.221 .... 4736 packets received, 7468 bps, 93.36%, Err 102 (9.8e-06)
1301.339 .... 4744 packets received, 7469 bps, 93.36%, Err 103 (9.9e-06)
1303.448 .... 4752 packets received, 7469 bps, 93.37%, Err 103 (9.9e-06)
1305.543 .... 4760 packets received, 7470 bps, 93.37%, Err 103 (9.9e-06)
1308.215 .... 4766 packets received, 7464 bps, 93.30%, Err 104 (1.0e-05)
1310.551 .... 4774 packets received, 7463 bps, 93.29%, Err 105 (1.0e-05)
1312.684 .... 4785 packets received, 7468 bps, 93.35%, Err 105 (1.0e-05)
1314.791 .... 4793 packets received, 7469 bps, 93.36%, Err 105 (1.0e-05)
1316.893 .... 4801 packets received, 7469 bps, 93.37%, Err 105 (1.0e-05)
1319.019 .... 4809 packets received, 7470 bps, 93.37%, Err 105 (1.0e-05)
1322.201 .... 4816 packets received, 7463 bps, 93.28%, Err 106 (1.0e-05)
1324.293 .... 4828 packets received, 7469 bps, 93.37%, Err 106 (1.0e-05)
1326.392 .... 4836 packets received, 7470 bps, 93.37%, Err 107 (1.0e-05)
1328.542 .... 4843 packets received, 7469 bps, 93.36%, Err 107 (1.0e-05)
1330.611 .... 4851 packets received, 7469 bps, 93.37%, Err 107 (1.0e-05)
1332.733 .... 4859 packets received, 7470 bps, 93.37%, Err 107 (1.0e-05)
1335.385 .... 4865 packets received, 7464 bps, 93.30%, Err 108 (1.0e-05)
1338.307 .... 4874 packets received, 7462 bps, 93.27%, Err 109 (1.0e-05)
1340.410 .... 4886 packets received, 7468 bps, 93.35%, Err 109 (1.0e-05)
1342.527 .... 4894 packets received, 7469 bps, 93.36%, Err 109 (1.0e-05)
1344.615 .... 4902 packets received, 7469 bps, 93.36%, Err 109 (1.0e-05)
1346.727 .... 4910 packets received, 7470 bps, 93.37%, Err 109 (1.0e-05)
1348.879 .... 4918 packets received, 7470 bps, 93.37%, Err 109 (1.0e-05)
1350.956 .... 4926 packets received, 7470 bps, 93.38%, Err 109 (1.0e-05)
1353.074 .... 4934 packets received, 7471 bps, 93.39%, Err 109 (1.0e-05)
1355.176 .... 4942 packets received, 7471 bps, 93.39%, Err 109 (1.0e-05)
1357.301 .... 4950 packets received, 7472 bps, 93.40%, Err 109 (1.0e-05)
1359.412 .... 4958 packets received, 7472 bps, 93.40%, Err 109 (1.0e-05)
1361.535 .... 4966 packets received, 7473 bps, 93.41%, Err 109 (1.0e-05)
1363.643 .... 4974 packets received, 7473 bps, 93.41%, Err 109 (1.0e-05)
1365.762 .... 4982 packets received, 7473 bps, 93.42%, Err 110 (1.0e-05)
1369.170 .... 4990 packets received, 7467 bps, 93.34%, Err 111 (1.0e-05)
1371.307 .... 5002 packets received, 7473 bps, 93.41%, Err 111 (1.0e-05)
1373.424 .... 5010 packets received, 7474 bps, 93.42%, Err 111 (1.0e-05)
1375.535 .... 5013 packets received, 7467 bps, 93.33%, Err 112 (1.0e-05)
1377.656 .... 5025 packets received, 7473 bps, 93.41%, Err 112 (1.0e-05)
1379.762 .... 5033 packets received, 7473 bps, 93.42%, Err 112 (1.0e-05)
1381.889 .... 5041 packets received, 7474 bps, 93.42%, Err 113 (1.0e-05)
1383.997 .... 5048 packets received, 7473 bps, 93.41%, Err 114 (1.0e-05)
1386.098 .... 5051 packets received, 7466 bps, 93.32%, Err 115 (1.0e-05)
1388.225 .... 5063 packets received, 7472 bps, 93.40%, Err 115 (1.0e-05)
1390.325 .... 5071 packets received, 7473 bps, 93.41%, Err 115 (1.0e-05)
1392.444 .... 5079 packets received, 7473 bps, 93.41%, Err 115 (1.0e-05)
1394.544 .... 5087 packets received, 7473 bps, 93.42%, Err 115 (1.0e-05)
1396.646 .... 5095 packets received, 7474 bps, 93.42%, Err 115 (1.0e-05)
1398.759 .... 5103 packets received, 7474 bps, 93.43%, Err 115 (1.0e-05)
1401.422 .... 5108 packets received, 7467 bps, 93.34%, Err 116 (1.0e-05)
1403.536 .... 5120 packets received, 7474 bps, 93.42%, Err 116 (1.0e-05)
1405.633 .... 5128 packets received, 7474 bps, 93.43%, Err 116 (1.0e-05)
1407.740 .... 5136 packets received, 7475 bps, 93.43%, Err 116 (1.0e-05)
1409.865 .... 5144 packets received, 7475 bps, 93.44%, Err 116 (1.0e-05)
1411.990 .... 5152 packets received, 7475 bps, 93.44%, Err 116 (1.0e-05)
1414.098 .... 5160 packets received, 7476 bps, 93.45%, Err 116 (1.0e-05)
1416.206 .... 5167 packets received, 7475 bps, 93.44%, Err 117 (1.0e-05)
1418.312 .... 5175 packets received, 7475 bps, 93.44%, Err 118 (1.0e-05)
1420.449 .... 5182 packets received, 7474 bps, 93.43%, Err 118 (1.0e-05)
1422.537 .... 5190 packets received, 7475 bps, 93.43%, Err 118 (1.0e-05)
1424.673 .... 5198 packets received, 7475 bps, 93.44%, Err 118 (1.0e-05)
1426.779 .... 5206 packets received, 7475 bps, 93.44%, Err 118 (1.0e-05)
1428.867 .... 5214 packets received, 7476 bps, 93.45%, Err 118 (1.0e-05)
1430.988 .... 5222 packets received, 7476 bps, 93.45%, Err 118 (1.0e-05)
1433.111 .... 5230 packets received, 7477 bps, 93.46%, Err 118 (1.0e-05)
1435.217 .... 5238 packets received, 7477 bps, 93.46%, Err 118 (1.0e-05)
1437.338 .... 5246 packets received, 7477 bps, 93.47%, Err 118 (1.0e-05)
1439.479 .... 5254 packets received, 7478 bps, 93.47%, Err 118 (1.0e-05)
1441.541 .... 5262 packets received, 7478 bps, 93.48%, Err 118 (1.0e-05)
1443.650 .... 5270 packets received, 7479 bps, 93.49%, Err 118 (1.0e-05)
1445.824 .... 5278 packets received, 7479 bps, 93.49%, Err 118 (1.0e-05)
1448.971 .... 5285 packets received, 7473 bps, 93.41%, Err 119 (1.0e-05)
1451.070 .... 5297 packets received, 7479 bps, 93.48%, Err 119 (1.0e-05)
1453.202 .... 5305 packets received, 7479 bps, 93.49%, Err 119 (1.0e-05)
